genome.genome_id	genome.contigs	genome.genome_length	feature.accession	feature.start	feature.end	feature.strand	feature.patric_id	feature.product
1736413.3	20	4386361	LMSR01000002	46233	47717	-	fig|1736413.3.peg.523	Chromosomal replication initiator protein DnaA
1398491.3	3	992695	CP009117	456465	457922	+	fig|1398491.3.peg.423	Chromosomal replication initiator protein DnaA
1398491.3	3	992695	CP009117	12177	14168	+	fig|1398491.3.peg.14	Helicase PriA essential for oriC/DnaA-independent DNA replication
1408462.3	45	810136	JNKA01000001	23022	24455	+	fig|1408462.3.peg.13	Chromosomal replication initiator protein DnaA
1460650.3	89	2997154	BAXM01000008	42420	43286	+	fig|1460650.3.peg.2099	Chromosomal replication initiator protein DnaA
1460650.3	89	2997154	BAXM01000001	114733	116421	+	fig|1460650.3.peg.182	Helicase PriA essential for oriC/DnaA-independent DNA replication
1460650.3	89	2997154	BAXM01000001	114012	114773	+	fig|1460650.3.peg.181	Helicase PriA essential for oriC/DnaA-independent DNA replication
1460650.3	89	2997154	BAXM01000008	41935	42342	+	fig|1460650.3.peg.2098	Chromosomal replication initiator protein DnaA
1470200.3	275	2397977	JTDO01000009	90781	91476	+	fig|1470200.3.peg.2579	DnaA inactivator Hda (shorter homolog of DnaA)
1470200.3	275	2397977	JTDO01000008	99778	100365	+	fig|1470200.3.peg.2466	DnaA initiator-associating protein DiaA
1470200.3	275	2397977	JTDO01000012	72187	73782	+	fig|1470200.3.peg.539	Chromosomal replication initiator protein DnaA
1470200.3	275	2397977	JTDO01000006	29012	31180	-	fig|1470200.3.peg.2143	Helicase PriA essential for oriC/DnaA-independent DNA replication
1609099.3	5357	11263475	LGKH01001113	72426	74582	-	fig|1609099.3.peg.4325	Helicase PriA essential for oriC/DnaA-independent DNA replication
1609099.3	5357	11263475	LGKH01000001	274245	276263	+	fig|1609099.3.peg.235	Chromosomal replication initiator protein DnaA
1609099.3	5357	11263475	LGKH01000157	1	708	-	fig|1609099.3.peg.1013	Chromosomal replication initiator protein DnaA
1609099.3	5357	11263475	LGKH01001433	30	521	-	fig|1609099.3.peg.5164	Helicase PriA essential for oriC/DnaA-independent DNA replication
1609099.3	5357	11263475	LGKH01001069	329	559	+	fig|1609099.3.peg.3707	Chromosomal replication initiator protein DnaA
1609099.3	5357	11263475	LGKH01005040	3	596	+	fig|1609099.3.peg.13267	Chromosomal replication initiator protein DnaA
1609099.3	5357	11263475	LGKH01005050	1	852	-	fig|1609099.3.peg.13283	Helicase PriA essential for oriC/DnaA-independent DNA replication
1681196.3	20	4256263	LGIT01000009	2155787	2156533	-	fig|1681196.3.peg.2173	DnaA inactivator Hda (shorter homolog of DnaA)
1681196.3	20	4256263	LGIT01000007	29246	31444	+	fig|1681196.3.peg.3818	Helicase PriA essential for oriC/DnaA-independent DNA replication
1681196.3	20	4256263	LGIT01000003	415105	415695	+	fig|1681196.3.peg.2647	DnaA initiator-associating protein DiaA
1681196.3	20	4256263	LGIT01000004	427775	429172	-	fig|1681196.3.peg.3236	Chromosomal replication initiator protein DnaA
1736443.3	11	3425771	LMEB01000001	342801	344246	-	fig|1736443.3.peg.341	Chromosomal replication initiator protein DnaA
1736443.3	11	3425771	LMEB01000001	273562	275724	+	fig|1736443.3.peg.269	Helicase PriA essential for oriC/DnaA-independent DNA replication
528244.4	8	7609458	CP012401	2852800	2853519	-	fig|528244.4.peg.2757	DnaA inactivator Hda (shorter homolog of DnaA)
528244.4	8	7609458	CP012401	864326	865945	+	fig|528244.4.peg.833	Chromosomal replication initiator protein DnaA
528244.4	8	7609458	CP012401	1389885	1392224	+	fig|528244.4.peg.1346	Helicase PriA essential for oriC/DnaA-independent DNA replication
1736540.3	4	3707866	LMET01000001	508614	510080	+	fig|1736540.3.peg.515	Chromosomal replication initiator protein DnaA
1736540.3	4	3707866	LMET01000001	2245532	2247535	+	fig|1736540.3.peg.2268	Helicase PriA essential for oriC/DnaA-independent DNA replication
537288.4	32	2581251	LODR01000012	63765	65375	-	fig|537288.4.peg.1052	Chromosomal replication initiator protein DnaA
537288.4	32	2581251	LODR01000006	19973	22333	+	fig|537288.4.peg.684	Helicase PriA essential for oriC/DnaA-independent DNA replication
546269.5	1	1931012	CP002390	1637397	1639634	-	fig|546269.5.peg.1519	Helicase PriA essential for oriC/DnaA-independent DNA replication
546269.5	1	1931012	CP002390	88	1419	+	fig|546269.5.peg.1	Chromosomal replication initiator protein DnaA
572480.3	1	3192235	NC_014166	1365290	1367140	+	fig|572480.3.peg.1381	Helicase PriA essential for oriC/DnaA-independent DNA replication
572480.3	1	3192235	NC_014166	71	1384	+	fig|572480.3.peg.1	Chromosomal replication initiator protein DnaA
575586.4	47	3690010	NZ_GG704964	470119	470823	-	fig|575586.4.peg.336	DnaA inactivator Hda (shorter homolog of DnaA)
575586.4	47	3690010	NZ_GG704966	267467	269689	+	fig|575586.4.peg.1678	Helicase PriA essential for oriC/DnaA-independent DNA replication
575586.4	47	3690010	NZ_GG704972	44510	45829	-	fig|575586.4.peg.2953	Chromosomal replication initiator protein DnaA
1968.3	182	10063079	JOEV01000016	95936	98089	+	fig|1968.3.peg.4045	Helicase PriA essential for oriC/DnaA-independent DNA replication
1968.3	182	10063079	JOEV01000006	146006	147949	-	fig|1968.3.peg.2086	Chromosomal replication initiator protein DnaA
649639.5	1	4681672	NC_014829	2757763	2760192	-	fig|649639.5.peg.2626	Helicase PriA essential for oriC/DnaA-independent DNA replication
649639.5	1	4681672	NC_014829	139	1494	+	fig|649639.5.peg.1	Chromosomal replication initiator protein DnaA
651182.5	1	5197905	FO203503	2661419	2662810	-	fig|651182.5.peg.2709	Chromosomal replication initiator protein DnaA
651182.5	1	5197905	FO203503	4526430	4528868	-	fig|651182.5.peg.4549	Helicase PriA essential for oriC/DnaA-independent DNA replication
866771.4	73	3002270	NZ_AEDO01000013	179474	180880	+	fig|866771.4.peg.619	Chromosomal replication initiator protein DnaA
866771.4	73	3002270	NZ_AEDO01000019	6842	9121	-	fig|866771.4.peg.820	Helicase PriA essential for oriC/DnaA-independent DNA replication
935948.5	16	2498562	ATXZ01000016	52004	54223	+	fig|935948.5.peg.2005	Helicase PriA essential for oriC/DnaA-independent DNA replication
935948.5	16	2498562	ATXZ01000015	7525	8862	-	fig|935948.5.peg.1895	Chromosomal replication initiator protein DnaA
983952.3	1	4220164	ARWH01000001	411928	412620	-	fig|983952.3.peg.355	DnaA inactivator Hda (shorter homolog of DnaA)
983952.3	1	4220164	ARWH01000001	2970921	2973104	+	fig|983952.3.peg.2672	Helicase PriA essential for oriC/DnaA-independent DNA replication
983952.3	1	4220164	ARWH01000001	2209061	2209651	+	fig|983952.3.peg.2013	DnaA initiator-associating protein DiaA
983952.3	1	4220164	ARWH01000001	3192851	3194296	+	fig|983952.3.peg.2897	Chromosomal replication initiator protein DnaA
1032488.3	112	2292945	AGAY01000063	4738	5406	-	fig|1032488.3.peg.1741	DnaA inactivator Hda (shorter homolog of DnaA)
1032488.3	112	2292945	AGAY01000042	23857	24450	+	fig|1032488.3.peg.1037	DnaA initiator-associating protein DiaA
1032488.3	112	2292945	AGAY01000040	4219	5835	+	fig|1032488.3.peg.996	Chromosomal replication initiator protein DnaA
1032488.3	112	2292945	AGAY01000068	45	2243	+	fig|1032488.3.peg.1843	Helicase PriA essential for oriC/DnaA-independent DNA replication
1089547.3	18	6544636	ARPG01000002	5541406	5542815	-	fig|1089547.3.peg.4560	Chromosomal replication initiator protein DnaA
1089547.3	18	6544636	ARPG01000002	2671751	2674153	-	fig|1089547.3.peg.2211	Helicase PriA essential for oriC/DnaA-independent DNA replication
1117316.3	31	4177200	AHCB01000008	1778	2488	+	fig|1117316.3.peg.2433	DnaA inactivator Hda (shorter homolog of DnaA)
1117316.3	31	4177200	AHCB01000018	24001	25389	+	fig|1117316.3.peg.3705	Chromosomal replication initiator protein DnaA
1117316.3	31	4177200	AHCB01000015	37081	39267	+	fig|1117316.3.peg.3491	Helicase PriA essential for oriC/DnaA-independent DNA replication
1117316.3	31	4177200	AHCB01000001	171993	172586	-	fig|1117316.3.peg.163	DnaA initiator-associating protein DiaA
1120941.3	97	3529652	AUBL01000028	9255	11324	-	fig|1120941.3.peg.1756	Helicase PriA essential for oriC/DnaA-independent DNA replication
1120941.3	97	3529652	AUBL01000040	24139	25851	+	fig|1120941.3.peg.2219	Chromosomal replication initiator protein DnaA
1120969.3	47	4876475	AUBY01000013	4145	4792	-	fig|1120969.3.peg.2416	DnaA inactivator Hda (shorter homolog of DnaA)
1120969.3	47	4876475	AUBY01000021	78248	79591	+	fig|1120969.3.peg.3564	Chromosomal replication initiator protein DnaA
1120969.3	47	4876475	AUBY01000018	83225	83815	-	fig|1120969.3.peg.3253	DnaA initiator-associating protein DiaA
1120969.3	47	4876475	AUBY01000009	259591	261768	-	fig|1120969.3.peg.1977	Helicase PriA essential for oriC/DnaA-independent DNA replication
1121351.3	56	2113141	AUAP01000026	3300	4019	+	fig|1121351.3.peg.2011	DnaA inactivator Hda (shorter homolog of DnaA)
1121351.3	56	2113141	AUAP01000003	53093	55276	-	fig|1121351.3.peg.844	Helicase PriA essential for oriC/DnaA-independent DNA replication
1121351.3	56	2113141	AUAP01000038	1717	3468	-	fig|1121351.3.peg.2222	Chromosomal replication initiator protein DnaA
1121351.3	56	2113141	AUAP01000023	10406	10999	+	fig|1121351.3.peg.1928	DnaA initiator-associating protein DiaA
1121394.3	83	4475774	AUCU01000010	159448	160794	-	fig|1121394.3.peg.1592	Chromosomal replication initiator protein DnaA
1121394.3	83	4475774	AUCU01000043	29694	32147	+	fig|1121394.3.peg.4087	Helicase PriA essential for oriC/DnaA-independent DNA replication
1121413.3	17	2939095	JMKT01000012	237163	239511	+	fig|1121413.3.peg.2322	Helicase PriA essential for oriC/DnaA-independent DNA replication
1121413.3	17	2939095	JMKT01000012	45975	47330	+	fig|1121413.3.peg.2127	Chromosomal replication initiator protein DnaA
1121413.3	17	2939095	JMKT01000008	69476	70723	+	fig|1121413.3.peg.291	Chromosomal replication initiator protein DnaA
1179225.4	221	3197170	AJXN01000172	1943	4315	+	fig|1179225.4.peg.3755	Helicase PriA essential for oriC/DnaA-independent DNA replication
1179225.4	221	3197170	AJXN01000031	16069	17757	+	fig|1179225.4.peg.1174	Chromosomal replication initiator protein DnaA
1223410.3	17	3159238	JPZT01000004	706444	708801	-	fig|1223410.3.peg.801	Helicase PriA essential for oriC/DnaA-independent DNA replication
1223410.3	17	3159238	JPZT01000001	22061	23491	-	fig|1223410.3.peg.24	Chromosomal replication initiator protein DnaA
272944.4	1	1268755	NC_003103	917716	918384	+	fig|272944.4.peg.1112	DnaA inactivator Hda (shorter homolog of DnaA)
272944.4	1	1268755	NC_003103	754229	756175	-	fig|272944.4.peg.909	Helicase PriA essential for oriC/DnaA-independent DNA replication
272944.4	1	1268755	NC_003103	862914	864305	+	fig|272944.4.peg.1041	Chromosomal replication initiator protein DnaA
273121.8	1	2110355	NC_005090	1861942	1863786	+	fig|273121.8.peg.1845	Helicase PriA essential for oriC/DnaA-independent DNA replication
273121.8	1	2110355	NC_005090	1	1314	+	fig|273121.8.peg.1	Chromosomal replication initiator protein DnaA
1260356.4	154	2929148	ATIO01000094	11854	14259	-	fig|1260356.4.peg.1339	Helicase PriA essential for oriC/DnaA-independent DNA replication
1260356.4	154	2929148	ATIO01000059	21176	22507	+	fig|1260356.4.peg.267	Chromosomal replication initiator protein DnaA
1262750.3	178	5417436	FR881669	21116	22528	-	fig|1262750.3.peg.529	Chromosomal replication initiator protein DnaA
1262750.3	178	5417436	FR881755	9053	11509	+	fig|1262750.3.peg.2802	Helicase PriA essential for oriC/DnaA-independent DNA replication
1262769.3	118	2704634	HF972622	31949	34396	+	fig|1262769.3.peg.656	Helicase PriA essential for oriC/DnaA-independent DNA replication
1262769.3	118	2704634	HF972623	4467	5915	-	fig|1262769.3.peg.716	Chromosomal replication initiator protein DnaA
1262964.3	211	3087525	HF990317	10189	11157	-	fig|1262964.3.peg.2981	Helicase PriA essential for oriC/DnaA-independent DNA replication
1262964.3	211	3087525	HF990317	11289	12443	-	fig|1262964.3.peg.2982	Helicase PriA essential for oriC/DnaA-independent DNA replication
1262964.3	211	3087525	HF990126	25	1473	+	fig|1262964.3.peg.171	Chromosomal replication initiator protein DnaA
1278311.3	60	1805214	AUAL01000005	74642	76000	+	fig|1278311.3.peg.456	Chromosomal replication initiator protein DnaA
1278311.3	60	1805214	AUAL01000006	7318	9621	+	fig|1278311.3.peg.490	Helicase PriA essential for oriC/DnaA-independent DNA replication
284502.6	338	5682502	AZYY01000101	127349	129817	-	fig|284502.6.peg.2140	Helicase PriA essential for oriC/DnaA-independent DNA replication
284502.6	338	5682502	AZYY01000150	11640	13052	-	fig|284502.6.peg.2820	Chromosomal replication initiator protein DnaA
1294020.3	182	3565101	BBCB01000004	77164	77766	-	fig|1294020.3.peg.655	Chromosomal replication initiator protein DnaA
1294020.3	182	3565101	BBCB01000004	77763	78494	-	fig|1294020.3.peg.656	Chromosomal replication initiator protein DnaA
1294020.3	182	3565101	BBCB01000006	32355	34694	+	fig|1294020.3.peg.806	Helicase PriA essential for oriC/DnaA-independent DNA replication
1294020.3	182	3565101	BBCB01000013	20639	21946	-	fig|1294020.3.peg.1306	Chromosomal replication initiator protein DnaA
1306407.3	38	3250767	AQCF01000036	285628	287028	+	fig|1306407.3.peg.2016	Chromosomal replication initiator protein DnaA
1306407.3	38	3250767	AQCF01000035	346380	348353	+	fig|1306407.3.peg.1627	Helicase PriA essential for oriC/DnaA-independent DNA replication
309799.4	1	1959987	NC_011297	1662563	1663888	+	fig|309799.4.peg.1641	Chromosomal replication initiator protein DnaA
309799.4	1	1959987	NC_011297	1278108	1280219	-	fig|309799.4.peg.1279	Helicase PriA essential for oriC/DnaA-independent DNA replication
358220.3	1	5196935	CP003872	4032534	4033253	-	fig|358220.3.peg.3780	DnaA inactivator Hda (shorter homolog of DnaA)
358220.3	1	5196935	CP003872	469644	470243	+	fig|358220.3.peg.453	DnaA initiator-associating protein DiaA
358220.3	1	5196935	CP003872	372	1796	+	fig|358220.3.peg.1	Chromosomal replication initiator protein DnaA
358220.3	1	5196935	CP003872	4697697	4699829	+	fig|358220.3.peg.4404	Helicase PriA essential for oriC/DnaA-independent DNA replication
395493.3	21	4263346	AHMA01000017	192069	192806	+	fig|395493.3.peg.2747	DnaA inactivator Hda (shorter homolog of DnaA)
395493.3	21	4263346	AHMA01000006	227505	228872	-	fig|395493.3.peg.1155	Chromosomal replication initiator protein DnaA
395493.3	21	4263346	AHMA01000017	146848	147438	+	fig|395493.3.peg.2708	DnaA initiator-associating protein DiaA
395493.3	21	4263346	AHMA01000020	31510	33714	+	fig|395493.3.peg.3379	Helicase PriA essential for oriC/DnaA-independent DNA replication
416591.5	1	2135342	NC_009828	477823	479874	+	fig|416591.5.peg.478	Helicase PriA essential for oriC/DnaA-independent DNA replication
416591.5	1	2135342	NC_009828	137	1471	+	fig|416591.5.peg.1	Chromosomal replication initiator protein DnaA
441769.6	138	3381351	NZ_ABFU01000001	9601	10944	-	fig|441769.6.peg.9	Chromosomal replication initiator protein DnaA
441769.6	138	3381351	NZ_ABFU01000028	180045	182204	+	fig|441769.6.peg.1596	Helicase PriA essential for oriC/DnaA-independent DNA replication
466088.5	209	3345299	JFYL01000021	34623	35330	+	fig|466088.5.peg.1555	DnaA inactivator Hda (shorter homolog of DnaA)
466088.5	209	3345299	JFYL01000002	127663	129885	-	fig|466088.5.peg.272	Helicase PriA essential for oriC/DnaA-independent DNA replication
466088.5	209	3345299	JFYL01000047	13612	14937	+	fig|466088.5.peg.2355	Chromosomal replication initiator protein DnaA
1348657.5	135	4145786	ATJV01000024	36618	37313	+	fig|1348657.5.peg.581	DnaA inactivator Hda (shorter homolog of DnaA)
1348657.5	135	4145786	ATJV01000081	159997	162186	+	fig|1348657.5.peg.3098	Helicase PriA essential for oriC/DnaA-independent DNA replication
1348657.5	135	4145786	ATJV01000059	101909	102502	+	fig|1348657.5.peg.2238	DnaA initiator-associating protein DiaA
1348657.5	135	4145786	ATJV01000076	10343	11884	-	fig|1348657.5.peg.2916	Chromosomal replication initiator protein DnaA
1385514.3	153	4281464	AVBF01000006	5559	7973	+	fig|1385514.3.peg.723	Helicase PriA essential for oriC/DnaA-independent DNA replication
1385514.3	153	4281464	AVBF01000016	48488	49843	+	fig|1385514.3.peg.1610	Chromosomal replication initiator protein DnaA
1451.18	15	6760550	BCNV01000001	3280653	3283202	-	fig|1451.18.peg.3067	Helicase PriA essential for oriC/DnaA-independent DNA replication
1451.18	15	6760550	BCNV01000005	10923	12269	-	fig|1451.18.peg.4242	Chromosomal replication initiator protein DnaA
1502724.3	47	4202858	JNNO01000012	85	1986	-	fig|1502724.3.peg.1471	Helicase PriA essential for oriC/DnaA-independent DNA replication
1502724.3	47	4202858	JNNO01000012	304185	305636	-	fig|1502724.3.peg.1793	Chromosomal replication initiator protein DnaA
1502724.3	47	4202858	JNNO01000002	23	421	+	fig|1502724.3.peg.327	Helicase PriA essential for oriC/DnaA-independent DNA replication
585501.3	43	2706954	NZ_GG668533	182901	184883	+	fig|585501.3.peg.110	Helicase PriA essential for oriC/DnaA-independent DNA replication
585501.3	43	2706954	NZ_GG668537	292198	293358	+	fig|585501.3.peg.2169	Chromosomal replication initiator protein DnaA
591001.3	1	2329769	NC_013740	361627	364020	+	fig|591001.3.peg.328	Helicase PriA essential for oriC/DnaA-independent DNA replication
591001.3	1	2329769	NC_013740	34	1194	+	fig|591001.3.peg.1	Chromosomal replication initiator protein DnaA
591001.3	1	2329769	NC_013740	2751	4139	+	fig|591001.3.peg.3	Chromosomal replication initiator protein DnaA
592028.3	1	1895960	NZ_GG698602	1261576	1263201	-	fig|592028.3.peg.1297	Chromosomal replication initiator protein DnaA
592028.3	1	1895960	NZ_GG698602	210109	212484	-	fig|592028.3.peg.200	Helicase PriA essential for oriC/DnaA-independent DNA replication
633131.3	1	3487925	NZ_GG697169	1309886	1310560	+	fig|633131.3.peg.1353	DnaA inactivator Hda (shorter homolog of DnaA)
633131.3	1	3487925	NZ_GG697169	1807142	1809361	-	fig|633131.3.peg.1865	Helicase PriA essential for oriC/DnaA-independent DNA replication
633131.3	1	3487925	NZ_GG697169	2547504	2548847	+	fig|633131.3.peg.2632	Chromosomal replication initiator protein DnaA
657321.5	1	2249085	FP929051	640571	641929	+	fig|657321.5.peg.1518	Chromosomal replication initiator protein DnaA
657321.5	1	2249085	FP929051	1526753	1529200	+	fig|657321.5.peg.350	Helicase PriA essential for oriC/DnaA-independent DNA replication
